FIPS,enthusiast_est,enthusiast_se,audience_est,audience_se,no_outreach_est,no_outreach_se
36091,0.24535885199555,0.034292591634037,0.344995600264305,0.026018338584272,0.409645547740145,0.058123426198711
36093,0.222517369810757,0.016814948433261,0.355241296426883,0.035547584772624,0.42224133376236,0.051727018806959
36095,0.178993664388493,0.01599957680974,0.321645699702925,0.00553637251994,0.499360635908582,0.015554033893396
36097,0.17830483407205,0.024485610267526,0.375496898733027,0.100046197611517,0.446198267194923,0.122739339132166
36099,0.157992794163917,0.022579886307152,0.358551054212238,0.067581070393454,0.483456151623844,0.077051751205826
36101,0.174982886640908,0.016021996184274,0.357996422758592,0.028377178702299,0.4670206906005,0.032810692693998
36103,0.218155141864241,0.021736546710311,0.34252552959741,0.04004961000442,0.439319328538349,0.056844048206345
36105,0.1642570683091,0.019541143715063,0.338763336529545,0.063545334749634,0.496979595161355,0.082707981527985
36107,0.162493762759984,0.025417842549406,0.357754627691565,0.05106189142246,0.47975160954845,0.041919237472844
36109,0.302652780738925,0.027828299260239,0.41118889390241,0.024160088205297,0.286158325358666,0.040253365458154
36111,0.223705528481689,0.02247343942979,0.380478677815699,0.015744793823034,0.395815793702612,0.031694642353357
36113,0.198972673392894,0.04360910788521,0.327564949796518,0.056136941115366,0.473462376810588,0.097471208688605
36115,0.173442562516651,0.020928766613962,0.31168220153668,0.027768562058351,0.514875235946669,0.02145273568587
36117,0.164692134720803,0.015899309786902,0.331991160212401,0.031252189251665,0.503316705066796,0.040036590493725
36119,0.327464680472972,0.05146897932486,0.373132685753548,0.006338766797937,0.29940263377348,0.047026894901016
36121,0.126446413241109,0.034696028583696,0.350100801296048,0.025694503182701,0.523452785462843,0.043161102779504
36123,0.170836734380624,0.041484102636517,0.327734366099146,0.159212958387123,0.50142889952023,0.120428512136283
37001,0.15320958017245,0.027664126225396,0.330392208312838,0.016337737504588,0.516398211514712,0.0359452488989
37003,0.119523565745326,0.038465863168049,0.327150303175678,0.053445827515673,0.553326131078996,0.077344477658161
37005,0.154965569385239,0.098447010419545,0.249230994564312,0.440143398838097,0.595803436050448,0.355711557917546
37007,0.164999047452154,0.044700161355594,0.385973892951095,0.053173803086832,0.449027059596752,0.044995225239136
37009,0.136818384985116,0.036575322461216,0.3501086436742,0.029439671502315,0.513072971340684,0.055681025876715
37011,0.115601816608468,0.036812367665685,0.324289557514739,0.043789652928872,0.560108625876793,0.065597641702249
37013,0.135763848886126,0.046401143611863,0.263563123611004,0.0881530087585,0.60067302750287,0.123000857394247
37015,0.150109499832293,0.052565335596634,0.215201310848338,0.186310510757129,0.634689189319369,0.194978539043246
37017,0.154366245885754,0.036977194748832,0.274194200374958,0.10819336642055,0.571439553739289,0.091326233860968
37019,0.201799515167289,0.039049624900534,0.341561626119319,0.08301360377773,0.456638858713393,0.115622006412661
37021,0.234962529317745,0.018520486484808,0.396077926429301,0.012357461366677,0.368959544252954,0.026388054120771
37023,0.113296228314484,0.04006610293674,0.323620942510882,0.027104457106238,0.563082829174634,0.059362034468228
37025,0.154778830292101,0.05472104423398,0.375343473993065,0.03186254073911,0.469877695714834,0.043716514455902
37027,0.119278990580143,0.04264736209085,0.325587858430191,0.042457475477124,0.555133150989666,0.067626707555952
37029,0.125102447835583,0.030267300655312,0.333734204738729,0.069011238082018,0.541163347425688,0.073221441886538
37031,0.119438943893624,0.052612862866362,0.239973683214983,0.109432529556017,0.640587372891393,0.15054521286092
37033,0.149785973596027,0.02989491773811,0.328901676220019,0.031251334308057,0.521312350183954,0.051212446727471
37035,0.140497245192926,0.0283516408773,0.343169580954828,0.018737727727046,0.516333173852246,0.034834190926775
37037,0.308588039620946,0.054735141406542,0.361585424514429,0.008444879770556,0.329826535864625,0.0557209958113
37039,0.14492098729749,0.040657349018102,0.343320491843312,0.040941722954834,0.511758520859198,0.07182898999483
37041,0.176132554173888,0.020953244650609,0.364646153511997,0.04052249933357,0.459221292314115,0.03107044176987
37043,0.139203352532243,0.034452390577751,0.350881520938673,0.091937297426847,0.509915126529084,0.100214000810972
37045,0.137635982234698,0.033967282341584,0.334578226711841,0.017402535950841,0.527785791053462,0.04962220719968
37047,0.154058359911246,0.037801276810292,0.310691064681365,0.041186850658245,0.535250575407389,0.044505985082094
37049,0.125384982280203,0.042860006569926,0.276840051346296,0.08462440308342,0.597774966373501,0.124898589948698
37051,0.16396374606583,0.030655941872721,0.359796687685426,0.07233704418661,0.476239566248744,0.067971458568865
37053,0.122229640916752,0.034433548299939,0.321169660875244,0.036189842744446,0.556600698208004,0.052415424259972
37055,0.187392030960608,0.011047674391759,0.350753376876259,0.043355155837794,0.461854592163134,0.042177646526549
37057,0.126600019232787,0.041235313069387,0.318553865451502,0.033455538539597,0.55484611531571,0.066354298034193
37059,0.139453966490009,0.034883295365742,0.31896452115889,0.046279686930849,0.541581512351101,0.061860574880788
37061,0.111315106373464,0.051248463614331,0.237939183005677,0.117849177220303,0.650745710620859,0.165108748307219
37063,0.309793389849897,0.048088928124078,0.394116504902325,0.019297418997679,0.296090105247778,0.046245017314601
37065,0.182638876013839,0.042742636087857,0.334442598512188,0.07099884131742,0.482918525473972,0.041253796476967
